x,y,dt
1583.3,1750.0,0.0088
2916.7,638.9,0.9000
2305.6,138.9,0.0000
1138.9,250.0,0.0089
1972.2,1472.2,0.0033
1694.4,694.4,0.0367
361.1,361.1,0.0000
1805.6,638.9,0.0347
2861.1,1972.2,0.9000
2361.1,1805.6,0.1539
1305.6,1361.1,0.0326
638.9,1638.9,0.0189
2694.4,1027.8,0.0000
1138.9,472.2,0.0054
1694.4,916.7,0.9000
83.3,1583.3,0.0000
1861.1,972.2,0.0557
2138.9,1750.0,0.0224
2416.7,1861.1,0.9000
1250.0,305.6,0.0060
305.6,583.3,0.0000
194.4,1638.9,0.0581
2083.3,916.7,0.0212
194.4,1472.2,0.0000
2916.7,1027.8,0.0000
638.9,1472.2,0.9000
27.8,861.1,0.0000
194.4,27.8,0.9000
2694.4,1250.0,0.0000
2305.6,1583.3,0.0021
2250.0,1583.3,0.0020
138.9,472.2,0.0000
2250.0,972.2,0.0000
1583.3,1416.7,0.0178
2861.1,1305.6,0.0000
2583.3,194.4,0.9000
1861.1,1527.8,0.0056
2750.0,27.8,0.6611
250.0,1805.6,0.9000
2583.3,1194.4,0.0000
138.9,1916.7,0.6206
1861.1,305.6,0.0071
2861.1,305.6,0.0255
638.9,1027.8,0.0000
194.4,1527.8,0.0000
2416.7,1472.2,0.0004
1527.8,1638.9,0.0084
2194.4,250.0,0.0000
1916.7,27.8,0.6672
2305.6,805.6,0.0173
527.8,361.1,0.0728
1361.1,1083.3,0.9000
305.6,1972.2,0.8157
2194.4,1638.9,0.0036
694.4,250.0,0.0313
305.6,1694.4,0.1400
2194.4,1472.2,0.0013
638.9,1861.1,0.0000
2472.2,527.8,0.8054
2750.0,194.4,0.9000
2750.0,527.8,0.0676
1138.9,83.3,0.1431
805.6,194.4,0.0547
1472.2,1861.1,0.0267
2972.2,527.8,0.0000
2861.1,972.2,0.0000
2361.1,638.9,0.4098
1250.0,916.7,0.0300
2583.3,1805.6,0.0000
2805.6,250.0,0.1030
1416.7,194.4,0.0143
861.1,250.0,0.0215
2805.6,1805.6,0.0000
250.0,416.7,0.0000
138.9,83.3,0.0000
472.2,416.7,0.9000
583.3,694.4,0.0000
1027.8,1972.2,0.6699
750.0,1916.7,0.0000
750.0,527.8,0.0012
83.3,1527.8,0.0000
2416.7,250.0,0.0030
2083.3,1916.7,0.2686
1972.2,916.7,0.0570
2527.8,416.7,0.9000
2972.2,1583.3,0.0000
472.2,861.1,0.5277
1861.1,1194.4,0.0193
2861.1,1194.4,0.0000
2361.1,1027.8,0.0000
2583.3,1416.7,0.0000
1916.7,527.8,0.0189
2305.6,1250.0,0.0002
638.9,861.1,0.0000
83.3,1361.1,0.9000
83.3,861.1,0.0000
750.0,416.7,0.0020
2972.2,194.4,0.0044
861.1,583.3,0.0015
2583.3,1083.3,0.0000
2527.8,1416.7,0.9000
1638.9,194.4,0.0085
83.3,638.9,0.0000
527.8,27.8,0.8818
2305.6,1750.0,0.0321
527.8,1972.2,0.6437
83.3,1472.2,0.0000
2027.8,1472.2,0.0022
2972.2,1138.9,0.0000
416.7,1138.9,0.0000
1972.2,527.8,0.0190
972.2,194.4,0.0347
2361.1,1527.8,0.0010
83.3,1750.0,0.0054
1916.7,805.6,0.9000
2083.3,138.9,0.0000
2138.9,1250.0,0.0026
2861.1,27.8,0.6064
2305.6,527.8,0.6300
2583.3,1638.9,0.0000
1583.3,1305.6,0.0233
805.6,694.4,0.0014
1861.1,1472.2,0.0076
1361.1,694.4,0.0222
2194.4,361.1,0.0032
2861.1,1361.1,0.0000
1861.1,1361.1,0.0121
694.4,1694.4,0.0059
1805.6,1027.8,0.0324
2305.6,972.2,0.0000
2194.4,1083.3,0.0019
2194.4,1805.6,0.0558
1638.9,916.7,0.9000
694.4,194.4,0.0768
27.8,194.4,0.0000
2916.7,1305.6,0.0000
972.2,1027.8,0.0136
138.9,1138.9,0.0000
1694.4,1527.8,0.0107
1694.4,1250.0,0.0234
27.8,1305.6,0.0000
305.6,694.4,0.0000
305.6,638.9,0.0000
2638.9,1694.4,0.0000
1027.8,1861.1,0.0033
1083.3,527.8,0.0050
1750.0,1416.7,0.0143
1583.3,916.7,0.9000
2805.6,1027.8,0.0000
861.1,1027.8,0.0049
27.8,361.1,0.0000
1694.4,1083.3,0.0394
138.9,805.6,0.0000
472.2,1972.2,0.7060
1083.3,1916.7,0.0315
694.4,583.3,0.0007
1972.2,1250.0,0.0100
250.0,1750.0,0.7153
1416.7,1027.8,0.9000
2027.8,1416.7,0.0029
1583.3,1694.4,0.0073
805.6,1638.9,0.0035
638.9,1083.3,0.0000
1305.6,305.6,0.0066
472.2,916.7,0.2326
694.4,1083.3,0.0000
2916.7,1916.7,0.0000
1916.7,1916.7,0.1645
472.2,1861.1,0.9000
1138.9,861.1,0.0212
1305.6,1916.7,0.0632
2527.8,1083.3,0.2562
2250.0,194.4,0.0000
1472.2,250.0,0.0079
83.3,1916.7,0.4169
1194.4,27.8,0.7650
2194.4,1694.4,0.0112
1638.9,250.0,0.0066
250.0,1027.8,0.0000
527.8,1750.0,0.0036
2750.0,1972.2,0.9000
2305.6,83.3,0.0000
1916.7,638.9,0.0332
1194.4,83.3,0.1291
2472.2,694.4,0.0317
2361.1,138.9,0.0000
1972.2,1138.9,0.0137
2250.0,138.9,0.0000
583.3,1861.1,0.0000
2083.3,1861.1,0.0914
2916.7,916.7,0.0000
1194.4,1194.4,0.9000
1083.3,805.6,0.0156
2750.0,916.7,0.0000
2250.0,805.6,0.0388
861.1,1583.3,0.0040
2638.9,1083.3,0.0000
1694.4,750.0,0.0383
1027.8,638.9,0.0061
972.2,1638.9,0.0055
194.4,194.4,0.0000
1694.4,27.8,0.6761
138.9,250.0,0.0000
2972.2,1861.1,0.0000
2583.3,416.7,0.0438
805.6,1972.2,0.6539
1305.6,1194.4,0.0543
2861.1,1583.3,0.0000
2083.3,1472.2,0.0017
1916.7,1861.1,0.0619
416.7,1750.0,0.1285
250.0,583.3,0.0000
916.7,1361.1,0.0475
2750.0,83.3,0.3706
527.8,1583.3,0.9000
1027.8,805.6,0.0117
2305.6,305.6,0.0053
2305.6,472.2,0.0227
2972.2,1472.2,0.0000
2083.3,27.8,0.6589
27.8,1138.9,0.0000
194.4,83.3,0.0000
2527.8,361.1,0.9000
361.1,1750.0,0.5887
2361.1,805.6,0.0061
138.9,1750.0,0.0356
2361.1,583.3,0.9000
2472.2,1194.4,0.0000
1194.4,194.4,0.0200
527.8,194.4,0.9000
916.7,1305.6,0.7526
1250.0,1805.6,0.0071
1194.4,305.6,0.0051
527.8,416.7,0.0370
1694.4,527.8,0.0177
2861.1,416.7,0.0000
1361.1,194.4,0.0157
1305.6,750.0,0.0233
861.1,1861.1,0.0000
2583.3,694.4,0.0000
2583.3,1694.4,0.0000
1027.8,1305.6,0.0469
972.2,250.0,0.0140
2527.8,1361.1,0.9000
2361.1,250.0,0.0027
1805.6,694.4,0.0436
1027.8,861.1,0.0136
916.7,527.8,0.0016
2694.4,1361.1,0.0000
750.0,1305.6,0.7785
1194.4,972.2,0.0336
1305.6,83.3,0.1077
1027.8,1416.7,0.0287
1083.3,1638.9,0.0089
1361.1,916.7,0.0414
1416.7,1750.0,0.0074
1861.1,1250.0,0.0170
638.9,694.4,0.0000
194.4,694.4,0.0000
1138.9,750.0,0.0168
2583.3,972.2,0.0000
138.9,1583.3,0.0000
1027.8,138.9,0.0688
1027.8,527.8,0.0032
2138.9,194.4,0.0000
2305.6,1194.4,0.0000
2138.9,1527.8,0.0013
361.1,805.6,0.0000
1250.0,1250.0,0.0405
416.7,1416.7,0.0000
2972.2,361.1,0.0000
2972.2,27.8,0.0074
583.3,861.1,0.0000
1638.9,1472.2,0.0142
2527.8,1527.8,0.9000
2750.0,861.1,0.0000
916.7,1805.6,0.0000
1138.9,1194.4,0.9000
472.2,194.4,0.2054
2861.1,472.2,0.0000
1861.1,805.6,0.9000
1250.0,638.9,0.0167
972.2,1472.2,0.0193
1750.0,1194.4,0.0240
305.6,1083.3,0.0000
2083.3,361.1,0.0022
583.3,361.1,0.0225
250.0,1250.0,0.0000
2972.2,861.1,0.0000
1138.9,27.8,0.7906
361.1,1083.3,0.0000
472.2,250.0,0.2155
2805.6,27.8,0.3138
2472.2,972.2,0.0012
250.0,1583.3,0.2346
2694.4,361.1,0.1528
250.0,1361.1,0.0000
1638.9,1361.1,0.0197
2750.0,583.3,0.0000
2527.8,1138.9,0.5891
250.0,194.4,0.0000
861.1,138.9,0.1026
1305.6,472.2,0.0106
2250.0,916.7,0.0000
527.8,1305.6,0.0355
2361.1,916.7,0.0000
472.2,1083.3,0.0003
750.0,694.4,0.0009
1916.7,83.3,0.0303
1083.3,1694.4,0.0066
1694.4,1138.9,0.0289
805.6,1916.7,0.0000
2805.6,1472.2,0.0000
1805.6,1583.3,0.0058
1083.3,1027.8,0.0343
1083.3,638.9,0.0089
194.4,1027.8,0.0000
2250.0,472.2,0.0176
2138.9,1861.1,0.1039
972.2,638.9,0.0039
1805.6,250.0,0.0061
361.1,138.9,0.0000
527.8,1250.0,0.0063
1750.0,1027.8,0.0410
27.8,1527.8,0.0000
1472.2,972.2,0.9000
138.9,527.8,0.0000
2250.0,1083.3,0.0001
305.6,1805.6,0.3520
2194.4,1250.0,0.0016
2750.0,1250.0,0.0000
2083.3,583.3,0.0207
361.1,250.0,0.0000
1583.3,1250.0,0.0286
472.2,27.8,0.9000
1916.7,1638.9,0.0026
2972.2,916.7,0.0000
83.3,750.0,0.0000
916.7,1916.7,0.0049
361.1,1916.7,0.0228
972.2,916.7,0.0109
583.3,1527.8,0.9000
1583.3,805.6,0.0412
750.0,83.3,0.9000
1250.0,1527.8,0.0152
1972.2,305.6,0.0051
194.4,1305.6,0.0000
861.1,805.6,0.0030
1361.1,1027.8,0.9000
416.7,1305.6,0.0000
194.4,1805.6,0.2108
805.6,527.8,0.0012
1916.7,472.2,0.0141
972.2,1861.1,0.0003
1638.9,361.1,0.0091
1416.7,1250.0,0.0373
1750.0,1083.3,0.0295
2416.7,583.3,0.4354
2472.2,250.0,0.0035
83.3,527.8,0.0000
2194.4,805.6,0.0868
1916.7,250.0,0.0046
1583.3,1194.4,0.0319
2472.2,472.2,0.9000
83.3,805.6,0.0000
1083.3,138.9,0.0604
1305.6,1305.6,0.0383
2416.7,83.3,0.0000
638.9,1138.9,0.0000
2027.8,250.0,0.0013
1027.8,472.2,0.0023
2416.7,805.6,0.0002
694.4,361.1,0.0053
472.2,1750.0,0.9000
2027.8,1972.2,0.9000
361.1,1805.6,0.9000
361.1,416.7,0.0000
1472.2,1138.9,0.0446
1138.9,1250.0,0.3297
138.9,1194.4,0.0000
361.1,638.9,0.0000
2916.7,1083.3,0.0000
1583.3,138.9,0.0220
1527.8,750.0,0.0343
1583.3,583.3,0.0197
2638.9,1250.0,0.0000
1083.3,972.2,0.0211
1750.0,805.6,0.0809
2250.0,1527.8,0.0015
805.6,1527.8,0.0162
1416.7,1138.9,0.0507
416.7,250.0,0.0000
1250.0,1861.1,0.0129
250.0,694.4,0.0000
1583.3,27.8,0.6839
2027.8,916.7,0.0313
1305.6,527.8,0.0131
2027.8,472.2,0.0115
2416.7,138.9,0.0000
1638.9,583.3,0.0209
1694.4,1861.1,0.0410
2194.4,861.1,0.0147
1527.8,1083.3,0.0673
2750.0,1583.3,0.0000
1750.0,250.0,0.0062
416.7,972.2,0.0000
1972.2,638.9,0.0308
1138.9,1583.3,0.0122
1638.9,805.6,0.0423
361.1,1027.8,0.0000
916.7,1694.4,0.0006
2194.4,138.9,0.0000
2250.0,1416.7,0.0010
2916.7,1694.4,0.0000
1583.3,305.6,0.0072
1527.8,1027.8,0.9000
472.2,1416.7,0.2539
2194.4,1416.7,0.0012
2472.2,83.3,0.0018
694.4,1305.6,0.2819
638.9,361.1,0.0071
2916.7,27.8,0.1927
2861.1,1472.2,0.0000
1361.1,416.7,0.0093
1750.0,1361.1,0.0169
527.8,1861.1,0.0004
472.2,361.1,0.9000
416.7,1527.8,0.0062
1250.0,1138.9,0.9000
138.9,305.6,0.0000
1472.2,1305.6,0.0308
250.0,1916.7,0.6493
861.1,1472.2,0.0154
2305.6,1416.7,0.0008
1861.1,416.7,0.0120
2805.6,1861.1,0.0000
2750.0,1194.4,0.0000
2361.1,694.4,0.1386
2027.8,638.9,0.0406
2527.8,750.0,0.0000
1361.1,250.0,0.0088
2027.8,83.3,0.0115
2416.7,1750.0,0.1262
1916.7,972.2,0.0313
2972.2,1527.8,0.0000
194.4,250.0,0.0000
2861.1,1138.9,0.0000
583.3,1250.0,0.0192
250.0,1694.4,0.6321
1138.9,194.4,0.0222
194.4,972.2,0.0000
2583.3,1138.9,0.0000
1138.9,1305.6,0.0422
194.4,1694.4,0.0847
83.3,1638.9,0.0000
1305.6,1250.0,0.0398
1972.2,1972.2,0.8598
2027.8,138.9,0.0000
1361.1,1527.8,0.0145
750.0,1861.1,0.0000
694.4,1916.7,0.0000
361.1,1138.9,0.0000
2305.6,1694.4,0.0140
1916.7,305.6,0.0063
2472.2,750.0,0.0051
27.8,1083.3,0.0000
27.8,1416.7,0.0000
2861.1,527.8,0.0000
750.0,1083.3,0.0000
416.7,1694.4,0.0002
583.3,194.4,0.9000
1472.2,416.7,0.0104
1250.0,1305.6,0.0445
2638.9,1638.9,0.0000
1472.2,1805.6,0.0119
1750.0,750.0,0.0389
2638.9,1416.7,0.0000
583.3,416.7,0.0063
83.3,583.3,0.0000
750.0,1194.4,0.0470
583.3,1416.7,0.4583
1194.4,1972.2,0.6746
805.6,1361.1,0.9000
2583.3,638.9,0.0000
305.6,250.0,0.0000
27.8,1250.0,0.0000
361.1,305.6,0.0000
2361.1,1972.2,0.3276
1916.7,1305.6,0.0113
805.6,972.2,0.0017
1083.3,250.0,0.0097
1638.9,416.7,0.0116
805.6,1750.0,0.0000
2916.7,1361.1,0.0000
861.1,1916.7,0.0010
1750.0,1138.9,0.0258
2694.4,1972.2,0.9000
138.9,638.9,0.0000
361.1,583.3,0.0000
27.8,1361.1,0.9000
2583.3,916.7,0.0000
2416.7,1027.8,0.0000
1972.2,1916.7,0.1874
2027.8,583.3,0.0249
805.6,27.8,0.6418
861.1,1083.3,0.0087
1916.7,1194.4,0.0158
750.0,1638.9,0.0095
1638.9,1583.3,0.0093
1527.8,27.8,0.6893
1861.1,583.3,0.0276
138.9,1472.2,0.0000
1083.3,472.2,0.0036
527.8,861.1,0.0000
1972.2,1027.8,0.0171
361.1,27.8,0.9000
805.6,1694.4,0.0000
2750.0,1416.7,0.0000
1194.4,916.7,0.0255
1361.1,361.1,0.0075
583.3,527.8,0.0004
2861.1,361.1,0.0075
2916.7,1972.2,0.9000
138.9,1027.8,0.0000
1694.4,805.6,0.0449
2194.4,1750.0,0.0269
2805.6,805.6,0.0000
2416.7,1638.9,0.0233
1694.4,1416.7,0.0158
916.7,1972.2,0.6636
1527.8,305.6,0.0072
2083.3,1416.7,0.0020
2472.2,805.6,0.0000
2527.8,805.6,0.0000
916.7,1527.8,0.0103
361.1,1194.4,0.0000
2805.6,1750.0,0.0000
2750.0,1916.7,0.0000
2194.4,416.7,0.0096
1694.4,1305.6,0.0211
1583.3,250.0,0.0070
1361.1,1361.1,0.0296
2361.1,972.2,0.0000
2861.1,638.9,0.7508
2083.3,750.0,0.9000
1472.2,1638.9,0.0087
1750.0,972.2,0.1559
138.9,138.9,0.0000
2305.6,1805.6,0.0781
1805.6,1694.4,0.0054
1861.1,138.9,0.0073
2972.2,1250.0,0.0000
1583.3,694.4,0.0334
2027.8,1250.0,0.0067
2638.9,1027.8,0.0000
916.7,638.9,0.0025
2861.1,1027.8,0.0000
1750.0,1861.1,0.0449
1361.1,1805.6,0.0090
1083.3,83.3,0.1630
83.3,1305.6,0.0000
2527.8,472.2,0.9000
2472.2,1583.3,0.0379
416.7,861.1,0.0000
1805.6,1138.9,0.0239
2361.1,1694.4,0.0217
2861.1,1527.8,0.0000
1694.4,138.9,0.0151
1750.0,416.7,0.0122
638.9,1250.0,0.0489
27.8,138.9,0.0000
2027.8,194.4,0.0003
1750.0,305.6,0.0075
2472.2,138.9,0.0004
2527.8,138.9,0.9000
2805.6,1138.9,0.0000
2083.3,1083.3,0.0072
527.8,1527.8,0.9000
1083.3,861.1,0.0177
1305.6,1583.3,0.0121
2972.2,1416.7,0.0000
2694.4,83.3,0.1305
27.8,1694.4,0.0000
1805.6,1083.3,0.0255
1583.3,1861.1,0.0339
2472.2,1138.9,0.0000
472.2,1138.9,0.0000
138.9,1305.6,0.0000
1583.3,1972.2,0.7081
2138.9,1194.4,0.0030
1638.9,1416.7,0.0169
2138.9,1472.2,0.0014
861.1,1250.0,0.9000
2583.3,27.8,0.7927
2416.7,527.8,0.9000
1861.1,250.0,0.0056
1583.3,1361.1,0.0206
2416.7,1972.2,0.7279
972.2,305.6,0.0044
1027.8,1361.1,0.0443
1527.8,1138.9,0.0402
2305.6,638.9,0.9000
1916.7,138.9,0.0053
1638.9,694.4,0.0359
2138.9,27.8,0.6540
1583.3,1805.6,0.0150
2361.1,1361.1,0.0002
2750.0,1138.9,0.0000
1250.0,1472.2,0.0182
2972.2,694.4,0.0000
638.9,972.2,0.0000
2694.4,1583.3,0.0000
2694.4,1305.6,0.0000
1694.4,416.7,0.0120
1027.8,1472.2,0.0199
2750.0,416.7,0.5910
2416.7,1305.6,0.0000
1194.4,694.4,0.0172
2138.9,361.1,0.0003
361.1,694.4,0.0000
194.4,1916.7,0.9000
638.9,1916.7,0.0000
2305.6,1027.8,0.0000
2527.8,583.3,0.2344
250.0,83.3,0.0000
416.7,1472.2,0.0002
1305.6,583.3,0.0157
1638.9,527.8,0.0173
2138.9,305.6,0.0000
2861.1,83.3,0.6700
694.4,27.8,0.1093
1805.6,361.1,0.0097
416.7,916.7,0.0000
1472.2,1527.8,0.0135
416.7,83.3,0.0000
1805.6,805.6,0.9000
361.1,1861.1,0.9000
972.2,861.1,0.0096
972.2,1194.4,0.9000
250.0,916.7,0.0000
2250.0,861.1,0.0037
305.6,1416.7,0.0000
2694.4,1694.4,0.0000
1750.0,861.1,0.9000
2138.9,527.8,0.0136
972.2,1083.3,0.0357
250.0,1972.2,0.6797
638.9,1305.6,0.1537
1305.6,1861.1,0.0160
2861.1,694.4,0.0000
27.8,750.0,0.0000
1638.9,1305.6,0.0222
2527.8,1694.4,0.9000
2138.9,861.1,0.0358
2861.1,138.9,0.4728
27.8,416.7,0.0000
2583.3,1361.1,0.0000
2805.6,1638.9,0.0000
583.3,916.7,0.0000
1416.7,1361.1,0.0262
1138.9,1138.9,0.9000
1972.2,138.9,0.0024
2027.8,694.4,0.9000
305.6,416.7,0.0000
2138.9,1083.3,0.0039
2138.9,1805.6,0.0494
583.3,805.6,0.0000
750.0,1472.2,0.0483
694.4,527.8,0.0010
1305.6,1750.0,0.0067
27.8,1583.3,0.0000
1416.7,916.7,0.0567
1472.2,1416.7,0.0192
1361.1,1138.9,0.0889
2361.1,1583.3,0.0017
2583.3,1972.2,0.9000
138.9,916.7,0.0000
1583.3,1083.3,0.0478
1472.2,583.3,0.0185
2583.3,1305.6,0.0000
83.3,1805.6,0.0171
583.3,1638.9,0.0791
1972.2,1861.1,0.0703
1805.6,27.8,0.6708
1194.4,250.0,0.0087
1305.6,1694.4,0.0076
2805.6,305.6,0.0928
2305.6,416.7,0.0162
2472.2,1472.2,0.0042
1250.0,1583.3,0.0124
305.6,138.9,0.0000
194.4,1361.1,0.6413
138.9,416.7,0.0000
1527.8,1250.0,0.0323
2861.1,805.6,0.0000
416.7,1361.1,0.0000
2972.2,1194.4,0.0000
1361.1,1416.7,0.0210
2694.4,694.4,0.0000
2194.4,638.9,0.9000
861.1,305.6,0.0077
2805.6,750.0,0.0000
1194.4,361.1,0.0048
1972.2,805.6,0.9000
1250.0,1916.7,0.0557
750.0,972.2,0.0000
1527.8,361.1,0.0086
2361.1,83.3,0.0000
2694.4,972.2,0.0000
2083.3,694.4,0.7840
2083.3,1194.4,0.0051
2861.1,1861.1,0.0000
2916.7,694.4,0.0000
1083.3,1361.1,0.0348
2805.6,972.2,0.0000
1027.8,1916.7,0.0227
1027.8,194.4,0.0297
1694.4,638.9,0.0319
2250.0,1250.0,0.0008
1361.1,1305.6,0.0370
694.4,1138.9,0.0000
861.1,972.2,0.0044
2027.8,1916.7,0.2171
2194.4,1361.1,0.0013
1250.0,1083.3,0.9000
1083.3,1472.2,0.0196
1750.0,916.7,0.9000
305.6,527.8,0.0000
2472.2,1750.0,0.9000
2083.3,972.2,0.0089
694.4,1972.2,0.6458
805.6,138.9,0.1136
1750.0,1972.2,0.7485
2805.6,1194.4,0.0000
805.6,1583.3,0.0098
305.6,805.6,0.0000
1194.4,1472.2,0.0185
1194.4,1027.8,0.6311
1416.7,1416.7,0.0198
2750.0,250.0,0.9000
1861.1,750.0,0.7491
2472.2,361.1,0.9000
1361.1,527.8,0.0142
1916.7,1083.3,0.0197
1194.4,583.3,0.0121
861.1,1194.4,0.2141
2750.0,138.9,0.9000
2250.0,1972.2,0.2608
2527.8,972.2,0.0203
416.7,194.4,0.0000
2750.0,1527.8,0.0000
1083.3,1805.6,0.0046
1916.7,1805.6,0.0264
527.8,527.8,0.0040
2361.1,472.2,0.1304
1194.4,861.1,0.0238
2083.3,305.6,0.0005
2305.6,861.1,0.0000
2805.6,583.3,0.0000
583.3,305.6,0.0572
1527.8,972.2,0.9000
2638.9,694.4,0.0000
1138.9,1916.7,0.0397
1694.4,250.0,0.0064
83.3,250.0,0.0000
861.1,27.8,0.9000
694.4,1361.1,0.9000
2972.2,583.3,0.0000
1472.2,694.4,0.0264
1305.6,416.7,0.0084
1583.3,1916.7,0.0956
2472.2,1305.6,0.0000
2861.1,916.7,0.0000
138.9,1972.2,0.2787
416.7,1583.3,0.0314
1638.9,750.0,0.0379
250.0,1194.4,0.0000
1916.7,1694.4,0.0040
916.7,1416.7,0.0224
1638.9,1694.4,0.0072
2305.6,1472.2,0.0010
250.0,250.0,0.0000
2638.9,1361.1,0.0000
2916.7,750.0,0.0000
1250.0,27.8,0.7450
1750.0,472.2,0.0151
1361.1,1583.3,0.0117
138.9,1805.6,0.1358
1361.1,1861.1,0.0194
2750.0,1861.1,0.0000
250.0,1305.6,0.0000
1694.4,1805.6,0.0179
638.9,472.2,0.0010
1194.4,1694.4,0.0077
2527.8,1250.0,0.7519
416.7,1861.1,0.8536
1083.3,1583.3,0.0115
1916.7,583.3,0.0281
472.2,1250.0,0.0002
1250.0,361.1,0.0060
2027.8,750.0,0.9000
2027.8,27.8,0.6630
2138.9,1416.7,0.0015
83.3,1694.4,0.0000
750.0,1805.6,0.0000
861.1,527.8,0.0013
1027.8,583.3,0.0045
750.0,472.2,0.0014
83.3,694.4,0.0000
1972.2,361.1,0.0074
27.8,1472.2,0.0000
472.2,1305.6,0.0203
2694.4,583.3,0.0000
2138.9,1638.9,0.0025
916.7,194.4,0.0409
2194.4,583.3,0.1036
2750.0,1361.1,0.0000
916.7,1638.9,0.0022
2583.3,750.0,0.0000
1194.4,1750.0,0.0064
527.8,250.0,0.9000
472.2,583.3,0.9000
861.1,1305.6,0.9000
916.7,361.1,0.0019
2250.0,1694.4,0.0133
2694.4,805.6,0.0000
2583.3,138.9,0.8132
1805.6,1972.2,0.7684
2805.6,694.4,0.0000
2527.8,1805.6,0.2042
27.8,916.7,0.0000
750.0,1250.0,0.1861
1638.9,638.9,0.0293
2361.1,1916.7,0.9000
472.2,527.8,0.9000
1638.9,1972.2,0.7188
638.9,1194.4,0.0080
1305.6,638.9,0.0184
1027.8,972.2,0.0170
1250.0,1750.0,0.0066
2027.8,1638.9,0.0020
1138.9,972.2,0.0297
1861.1,83.3,0.0385
638.9,138.9,0.9000
1805.6,916.7,0.7373
1861.1,1083.3,0.0230
1138.9,416.7,0.0040
27.8,1194.4,0.0000
1194.4,750.0,0.0196
1305.6,194.4,0.0171
2472.2,416.7,0.9000
2416.7,1083.3,0.0000
1472.2,194.4,0.0127
750.0,638.9,0.0009
83.3,83.3,0.0000
2305.6,1638.9,0.0055
2527.8,527.8,0.8428
2916.7,805.6,0.0000
1138.9,1027.8,0.0529
138.9,861.1,0.0000
1583.3,416.7,0.0112
2027.8,416.7,0.0076
2916.7,138.9,0.6677
1472.2,1583.3,0.0109
1527.8,194.4,0.0113
1694.4,1472.2,0.0132
861.1,1638.9,0.0004
83.3,472.2,0.0000
638.9,27.8,0.3178
83.3,416.7,0.0000
472.2,972.2,0.0817
1305.6,861.1,0.0289
861.1,416.7,0.0014
1027.8,1138.9,0.7002
972.2,1916.7,0.0126
27.8,583.3,0.0000
305.6,1527.8,0.0242
2694.4,138.9,0.7563
2750.0,750.0,0.0000
2416.7,1194.4,0.0000
1194.4,1916.7,0.0479
1583.3,361.1,0.0088
1361.1,583.3,0.0169
1750.0,27.8,0.6731
2138.9,583.3,0.0192
916.7,1583.3,0.0054
2694.4,1916.7,0.0000
1250.0,416.7,0.0072
1472.2,138.9,0.0291
1750.0,638.9,0.0336
1916.7,694.4,0.0339
2138.9,750.0,0.9000
2361.1,750.0,0.0422
1972.2,1750.0,0.0121
1416.7,1472.2,0.0169
1861.1,472.2,0.0147
1416.7,1972.2,0.6875
138.9,1694.4,0.0217
472.2,305.6,0.9000
472.2,1527.8,0.9000
1750.0,1694.4,0.0063
1472.2,83.3,0.0878
194.4,361.1,0.0000
1305.6,972.2,0.0638
2805.6,1916.7,0.0000
1527.8,1194.4,0.0351
1750.0,1583.3,0.0073
2750.0,361.1,0.6668
305.6,83.3,0.0000
1750.0,1805.6,0.0193
27.8,250.0,0.0000
2972.2,1750.0,0.0000
2416.7,1416.7,0.0004
583.3,1750.0,0.0033
1083.3,1972.2,0.6713
1972.2,1805.6,0.0307
527.8,1194.4,0.0000
638.9,250.0,0.0548
916.7,1027.8,0.0087
2527.8,916.7,0.0003
2472.2,1527.8,0.0154
2361.1,1138.9,0.0000
472.2,638.9,0.9000
1027.8,416.7,0.0019
1861.1,1750.0,0.0095
1916.7,1527.8,0.0037
972.2,583.3,0.0028
2916.7,361.1,0.0000
750.0,916.7,0.0001
2083.3,1027.8,0.0081
583.3,1083.3,0.0000
2250.0,1305.6,0.0009
805.6,1250.0,0.4436
1416.7,361.1,0.0080
305.6,1861.1,0.8562
1972.2,1083.3,0.0155
1972.2,1527.8,0.0024
2638.9,194.4,0.9000
1305.6,1527.8,0.0150
472.2,1194.4,0.0000
2972.2,1305.6,0.0000
1194.4,1638.9,0.0098
1805.6,1472.2,0.0099
1472.2,472.2,0.0129
972.2,1305.6,0.7745
805.6,361.1,0.0034
1250.0,583.3,0.0141
138.9,1638.9,0.0060
1472.2,861.1,0.0407
1138.9,1527.8,0.0150
1527.8,1861.1,0.0303
2416.7,972.2,0.0000
1527.8,1583.3,0.0104
2638.9,472.2,0.0048
1361.1,1972.2,0.6832
2250.0,1750.0,0.0291
305.6,472.2,0.0000
1083.3,1750.0,0.0051
